
Pathwayname ECID Probeset AGI c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19 c20 c21 c22 c23 c24 c25 c26 c27 c28 c29 c30 c31 c32 c33 c34 c35 c36 c37 c38 c39 c40 c41 c42 c43 c44 c45 c46 c47 c48 c49 c50 c51 c52 c53 c54 c55 c56 c57 c58 c59 c60 c61 c62 c63 c64 c65 c66 c67 c68 c69 c70 c71 c72 c73 c74 c75 c76 c77 c78 c79 c80 c81 c82 c83 c84 c85 c86 c87 c88 c89 c90 c91 c92 c93 c94 c95 c96 c97 c98 c99 c100 c101 c102 c103 c104 c105 c106 c107 c108 c109 c110 c111 c112 c113 c114 c115 c116 c117 c118
Inositolphosphatemetabolism 5.5.1.4 263433_at AT2G22240 3693.3 3799.8 1734 15253.3 3996.5 857.9 975.4 1110.9 1713.8 572.1 1756.2 875.8 1024.5 943.1 2329.4 2550.6 3822 3096.2 1627.1 1331.7 848.2 793.6 2874.1 728.6 501.4 677.9 586.9 523.6 366.4 484.4 490 581.1 384.9 297.7 500.3 232.1 564.7 485 1310.1 249.8 251.6 661.9 368.6 1227.5 713.2 562.8 552.4 532.1 310.7 374 414 371.8 310.9 466.4 1535.5 1128.3 522.2 980.8 592.4 428.3 512.8 718.8 535.9 372.7 961.6 228.4 389.9 479.6 1020.1 1014.4 879.7 1067.5 1372.2 873.7 1270.8 974.4 977.9 1335.5 1211.4 1326.3 1374.4 1205 1974.2 332 295.1 2251.4 798 378.8 2617.4 463.9 1802.3 2901.1 2276.3 675.6 1106.8 3502.2 823.9 4474.1 1202.5 700 1203.9 4654.9 1297.8 1078.3 11821.3 702.1 5639.9 1161.6 755.1 2846.6 3666.5 1862.6 997.1 8174.3 1148.7 688.1 4600 684
IsoleucineValineLeucinemetabolism 1.1.1.85 260285_at AT1G80560 1424.7 1169 4945.1 1011.8 1829.9 1012.8 2221.6 1023.2 1126.3 748.8 826.3 875.2 1057.4 2518.4 1039.7 1515.4 1066 874.2 1007.8 1128.5 1552.8 1510.6 608.5 1014.2 1210.8 908.8 854.3 1112.3 1819.2 2224.6 1121.1 2083.6 819.8 1235.3 1767.4 1246.3 1129.8 2111.5 889.2 1372.9 1808.8 1272 1642 1063.4 1520.6 1467 1585.9 2054.4 1526.9 1395.8 1840 2017.1 1683.9 1749.6 1419.2 1008.6 1597.2 1752 1638.1 1114.5 1254.5 868.5 1661.9 1777.3 1159.6 475.5 440.7 548.6 732.9 1304.1 930.7 1134.7 977.7 1108.9 930.2 926.7 1008.3 531.8 594.9 906.2 1101.7 794.4 841.4 1144.4 1000.6 1088.9 552.1 907.5 975.6 832 833.2 615.6 1914.9 1444.9 1581.1 1083.2 1164.5 1222.9 1298.4 787.3 979.8 1261 1378 1301 729.4 1779.1 967 1676.7 648.1 1485.1 1546.5 1358.6 1416 1376.5 956.4 1607.6 1183.5 1152.5
IsoleucineValineLeucinemetabolism 1.1.1.85 263706_s_at AT1G31180 1369.8 1239.4 2928.9 3936.2 2434.6 6333.8 1265 2643.7 3188.2 3923.8 4830.9 2347.9 2939.9 1308.7 2559.1 2457.8 3153.1 2543.3 1866.1 1929.1 1710.5 1861.9 1514.6 821.4 719.8 770.4 655.1 938.7 2006.5 1803 377.9 5444.7 609.7 489.6 4588.2 714.8 403.2 4384.9 388.5 645.7 4402.1 453.7 727.7 2638.8 2131.5 1280.7 1190.9 2457.3 1966.5 2433 2149.7 1145.7 1426.9 1971.1 395 3030.3 2884.9 3173.2 2749.5 2085.4 3086.8 3248 1995.3 2114.5 4981.6 2214.7 3453.6 3145.3 3943.9 536.4 649.5 737.1 669.4 526.6 460.6 494 625.9 404.1 468.7 447 564.8 331.6 411.4 227.1 263.8 559 318.7 198.7 432.8 394.4 269.2 365.9 4803.7 5070.4 2829.1 5119.2 1143.6 2641 7424.6 2258.9 7487.5 992.6 4482.2 3447 3399 1495.6 1650.9 6912.4 2579.6 1225.9 3674.2 8339.4 3353.6 3120.9 4400.9 3432.4 5477 4638.3
IsoleucineValineLeucinemetabolism 1.1.1.86 251536_at AT3G58610 23696.7 19530.9 22688.7 15157.3 24261.9 16775.9 33223.3 30539.3 30768.6 13636.8 11217 22319.9 33775.7 33267.2 19782.7 19452.9 21835 19964.5 20203.4 21114.8 22549.1 22572.7 14908.5 15410.3 13420.5 14454.3 13312.6 17453.3 24351.1 27649.1 12205.7 26308 12565.1 13360.8 28409.6 13812.9 13057.6 25808.8 10486.3 12657.8 27292.3 14303.6 10668.5 17259.7 23603.5 18987.1 18561.3 27422.6 29937.7 31355.8 34157.3 14748.3 19485.7 23662.5 11367.1 16001.7 16606.9 22423 19043.5 17501.3 18884.8 21410.1 20413.6 17448.2 21189.3 8132.8 8378.3 10350.6 12322.8 15015.2 14878.8 12310.4 12597.8 12584.9 12260.9 13697.9 12489.8 10556 11391.5 12520.2 13404.4 11277.7 10634.9 15007.1 10657.5 17699.1 9326.6 11881.7 11999.4 10174.7 9773 8952.2 13977.5 19587.6 21234.4 18649.6 24263.8 19023.4 17832.3 11695.9 16000.8 18128.2 23292.6 20262.9 9356.2 23545.2 17326.7 16137.7 10008.6 20807.3 24331 12865.6 12472.4 16035.9 13510.6 14281.4 20386.1 12199.7
IsoleucineValineLeucinemetabolism 4.1.3.12 249866_at AT5G23010 151.6 786.2 10.6 5876.5 1126.3 18024.3 267.8 6978 8544.7 13142.1 23205.3 6353.2 12101.7 532.8 5131.7 5317.6 5861.1 4581.7 4730.6 4126.1 3345.7 3249.3 4791.1 3944.9 1544.6 3309 378.3 421.6 1643.9 898.8 10.4 6741 117.9 188.3 5064.1 272.5 155.5 4540.9 140.3 206.3 5047.3 81.2 200.7 7069.2 2783.3 679.3 471 530.9 4648.9 4909.8 2656 1886.7 2140.1 1312.2 84.7 6479.7 7993.4 3432.3 6375.9 8013.3 9683.6 3267.2 6843.2 1836.3 3501.1 6993.1 3604.7 8188.8 7612.7 145.5 126.7 103.8 121 68 216.6 130 85.3 129.8 49.6 204.2 159.6 230 99.9 33.1 25.7 214.4 179 11.9 125.3 73.6 29.9 23.2 13004.6 7016.2 1091.1 7354.8 652.5 4452.5 16627.1 9028.2 14822.6 297.3 2611.7 2710.1 7837 411.5 1354.1 16896.2 11510 81 4890 16845.3 11618.7 7006.9 11228.5 11360.1 7884.5 11745.8
IsoleucineValineLeucinemetabolism 4.1.3.12 249867_at AT5G23020 359.9 464.8 5.7 102.5 184.3 821.2 65.5 117 1003 657.3 500.6 156.2 1508 20.1 1218.6 1672.1 1237 1408.4 811.5 1081.1 1309.6 2052.1 369.2 333.4 125.3 245.9 227.2 216.3 449 132.5 209.4 4490.5 550.3 500.1 3116.3 1569.3 501.8 3957.4 241.9 983.7 3820.2 368.4 897.1 2778.6 842.7 2365 1915.5 3787.5 1840.9 1551.3 1921.6 1129.5 727.3 2410.5 199.5 2730.1 1547.4 5872.1 1413.7 1498.5 3309.1 5359.5 1027.5 4237.7 6602.8 200.8 98.4 314.6 273.1 105.4 112.4 284 309 121.2 191.7 112.1 143.8 39.5 72.9 139 135.5 40.9 103.7 100.3 72.7 269 148.9 142.5 173.1 156.8 110.6 133 289.8 987 151.9 685.8 99.3 619.9 1498.4 1937.5 1555.8 144.2 516.2 519 2375 120.6 193.8 2429.7 1660.4 78.4 203.4 1314.3 1943.4 795.7 635.3 867.5 1379.7 1299.3
IsoleucineValineLeucinemetabolism 4.1.3.12 260384_at AT1G74040 709 874.2 2039.1 609.9 802.9 771.6 814.8 1617.1 1190.4 566 557.6 1406 863.8 890.3 664.6 513.1 431.7 775.1 526.2 569.9 864.9 620.3 675.4 484.7 523.2 570.6 901.7 790.8 1156.3 974 452.5 1002.7 383.4 407.7 1182.8 631.3 493.1 962.4 221.7 231.6 908.7 545.5 588.7 671.1 1004.5 964 901.2 817.2 818.2 954.3 584.5 633.7 702.1 989.7 416.6 740.8 429.6 549.6 570.9 500.5 900.1 956.1 686.3 563.2 850 144.8 102.6 187.5 271.8 577 632.6 383.5 391.6 613.3 674.8 765.4 685.9 530.5 427.6 565.6 448.7 616.8 311.2 816.2 462.2 574.4 288.5 611.9 637.6 699.6 311.8 331.9 1203.6 446.1 746.4 833.8 644.4 934.7 1190.6 638.4 850.9 655.8 903.6 736.4 659.7 961.8 722.2 730 419.5 710.3 1374.5 578.2 586.3 786.1 526.4 690.4 965.7 692.7
IsoleucineValineLeucinemetabolism 4.1.3.12 261668_at AT1G18500 1968.1 2269.8 1548.5 1326.1 2504.4 2275.2 2143.7 1475.6 1664.2 1877.5 1832.7 1744.8 2308.4 2529.9 1467.9 1543.2 1059.3 1591.2 1592.1 1916.4 1721.4 1959.3 1740 3344 3196.7 3366.4 2344.6 2292 5048.1 4617.4 2106.4 2779.1 2053.1 1912.8 2471.8 2514.8 1778.8 2860.9 1537.9 2259.3 2683 2296.3 2916.8 2320.4 2659.1 2812.6 2879.4 2785.4 3414.2 3106.2 2602.1 1897.3 2392.8 2691 1815.8 2253.6 1902.8 1894.2 1700.5 1760.2 2089 1714 2053.1 2335 1722.1 574.1 524.3 511.8 848.5 2186.1 2625.9 2161 1791.2 2301.4 2039 2516.6 2678.2 2542.8 2212 2421.6 2326.8 1310.5 1742 3878.6 4492.8 2595.7 3459.3 3417.5 1620.9 3033.3 2694.5 2529.2 2920.4 1946.4 1412.1 1481.1 1946.9 1581.3 1874.6 1961.1 2172.2 1788.6 1953.2 1682.3 1560.7 2574.6 1368.1 2558.4 1405.2 2220 1700 2060.1 2757.5 1567.2 1130.4 2364.3 1551 1772.8
IsoleucineValineLeucinemetabolism 4.2.1.16 258884_at AT3G10050 2262.8 2257 7527.2 2121.7 2837.9 785.6 1983.8 1301.4 2338.2 700.7 443.6 981.9 2712.6 2009.8 1688.2 1215.3 1254.2 1143.4 1238.4 1099.7 1299.6 1398.4 1108.6 686.7 837.2 656 1619.3 1444.1 3520 3442.9 483.4 2598.4 402.9 525.5 2552.7 366.6 542.1 2555.5 716.7 663.1 2886.7 1217.3 769.5 1383.2 2053.2 1273.6 1298.2 1694 1864.5 1745.3 1892 1229.8 1440.2 1831.7 729.8 1157 901.7 717 925.3 815.1 1086.3 633.4 1030.3 777.2 881.8 186.2 281 518.1 477.3 1931.9 2131.8 1930.9 1902.2 1604.2 1364.7 1666.8 1440 1482.6 1155.6 1307 1384.1 1817.4 2102.9 2101.6 1839.3 2419.4 1640 975.7 1406.7 973.3 831.4 1041 1210.2 2147.8 2149.3 1767.2 2652.9 1355.3 966.8 615.5 828 2892.5 2452.4 1808.8 764.9 2405.8 1028.7 1275 368.6 2325 2055.4 841.1 743.5 1494.7 976.2 930.8 1956.8 1148.2
IsoleucineValineLeucinemetabolism 4.2.1.9 256862_at AT3G23940 2805 2397.6 8123.5 1703.8 3850.6 1791.1 6512.8 2527.5 3925.9 1082.1 640.3 1596.9 6620.9 5247.6 2111.4 2233.2 1715.4 1822.1 2012 1991.4 2073.8 2038.3 1329.7 1192.2 1290.1 1059.2 2393.4 3974.4 8712.9 8860.2 1227.3 5852.5 1136.7 1178.4 5709.6 1541.1 1416 5793.2 1167.5 1456.4 7364.1 2987.9 1778.4 2630.4 4180.7 3496.3 3375.7 5344.5 4161.9 4296.3 4829.5 2949.2 4643.4 5110.3 1327.8 2452.5 1948.2 2116.3 2815.5 1841.2 2465.4 2241.8 2039.8 3135.1 3494.2 688.4 553.8 895 749.6 2297.7 2588 2093.9 2045 1917.8 1715.3 2081.5 1882.3 1193.8 1379.4 1412 1455.2 1503.5 1830.3 1719.6 1455.2 2373.8 1080.5 1212.4 1509.8 1078.2 1095.8 923 2141.5 3632.3 3199.6 2617.3 2287.4 2785.7 1449.1 532.8 1078.2 2537.2 4651.2 3548.9 631.4 2986.7 2139.6 1874.9 409 2031.6 2655.7 773.6 760.8 1470.3 649.6 1194.8 2229.2 933
Jasmonicacidbiosynthesis 1.13.11.12 252618_at AT3G45140 1869.3 1501.1 43.6 26257.6 1154.2 31197.5 11347.4 15140.8 6549.8 39897.9 42266.5 11128.1 6048.5 7730.5 6441.8 5687.4 5441.1 4339.7 5446.5 5103.4 5398.3 10047.1 18986.5 15614.7 31723.3 30171.5 31676.5 29617.4 38450.2 38990.3 84.2 5507.2 93 136.8 3056.1 49.1 111.6 4124.8 39.8 68 5725.6 73.2 83.3 4969.6 2300.9 441.3 308.5 430.8 7769.2 6545.7 7855.8 616.4 420.8 465.2 100.6 4215.7 6543.5 14103.2 9360.8 10393.5 14583.2 10234.9 13387.1 8630 9827.1 31231.3 12355.8 14060.8 17815.1 826.8 571 691.9 1698.9 87.6 126.6 78.2 78.4 31.4 67.1 111.4 148.9 947.2 1004.5 148.7 312.7 420.3 257.5 198 248 118.2 17.7 152.3 34848.2 9946.9 3888.5 21495.1 995.9 3546.5 34876 30637.7 32188 383.6 6142.6 7535.2 29675 767.4 1074.8 25042.2 24585 241.3 27525.4 42998.6 31643.9 22202.1 34866 24997.9 34867.4 32570.4
Jasmonicacidbiosynthesis 1.13.11.12 256321_at AT1G55020 2336.2 2037.1 179.3 652.9 1667.3 508.3 918.3 670.3 659.1 439.4 713.3 565.1 383.4 437.4 2725.1 2640.3 1784.5 1803.5 2082.2 2102.4 1290.6 983.5 388.8 401.9 296.7 196.1 382.2 688.9 294.2 337.8 1166.5 3635.6 1401.8 1118.6 4243.1 768.9 1232.4 3208 9161.1 1235.8 2932.5 8036.2 1127.2 2375.1 2237.8 5070.5 4998.9 8113.8 5721 5290.6 6329.1 4305.7 4711.7 6620.8 7386.1 2241.1 1477.9 1580.6 1361.6 2551 2173.4 2169.6 2440.3 470.2 1680.6 521 259.3 266.4 504.4 6493.4 6545.1 3757.5 3704.9 4673.6 4988.7 5850.1 5806.2 6514.8 5439.9 5543.2 5996.8 5155.6 6151.7 8472.6 16012.6 12517.1 21975.8 4594.1 4895.9 3660.9 14843 10832.9 670.5 1748.8 1957.7 687.3 1532.1 1374.9 649.8 464.3 656.7 1955.4 1860 2391 556.5 1630.9 1414.3 358.2 409.6 2077.5 563.6 367.6 398.5 948.1 728.9 519 487.4 351.3
Jasmonicacidbiosynthesis 1.13.11.12 258445_at AT3G22400 181.7 236.1 59.1 87.2 134.9 251.3 217.2 262 153.1 185.9 191.3 90 196.6 246.5 297.2 372.6 240.7 174.5 333.1 372.8 216.5 251.6 287.8 134.9 141.6 152.9 847.9 403.7 139.5 86.2 523.2 222.4 378.4 501.9 224.6 539.5 465.7 173.6 340.7 487.1 257.7 293 405.6 166.5 105 196.8 234.8 264.2 241.1 81.5 199.6 742.1 209.4 156.7 424.8 193.6 326.9 272.9 465.3 178.5 277.6 164 268.2 240 199.2 110.3 26 157.4 94.8 176.3 152.2 154.7 131.7 165.2 165.6 125.3 152.4 124 158.8 151.9 196.5 168.5 64.9 186 140.4 219 207.9 184.2 192 143.1 169.6 166.1 137.1 267.6 183.1 177 172.5 153.3 154.2 188.7 236.6 243.6 289.3 320.6 111.5 331.8 244.7 143 237.3 187.7 253.7 188.8 72.8 362 202.6 99.8 221.1 237.5
Jasmonicacidbiosynthesis 1.13.11.12 260190_at AT1G67560 648.5 653.7 8.7 662.9 469 1155.9 506.9 547.4 448.3 1570 1259 651.8 464.1 463.8 1110.2 1460 1406 1692.5 1454.2 1380.6 1110.1 1279.2 805 833.7 1515.1 1179.4 1558.7 1063.1 1050.6 713 1493.5 859.2 1527.9 1195.6 924.6 1290 1269.2 880.9 1557.6 1621.3 839.6 1479.2 940.5 1029.7 536 852 784.1 1164.9 1057.8 910.3 918.5 1356.7 1033.3 1224.5 1284.7 740.7 1690.6 1453.5 1655.8 1559.8 803.5 1280 1572.6 1242.8 1208.2 475.6 275.5 459.5 702.2 862.8 853.4 739.9 955.7 608.9 549.4 505.1 447.6 411.1 464.3 555.3 515.6 886.4 662.7 630 565.7 264.7 415.7 771.5 735.3 703.6 531.4 574.5 1508.9 631.5 670.4 958.7 741.2 497.3 1139.8 1752 1173.6 564.6 750.2 616.2 1339.6 589.8 432.4 1226 1633.9 507 789.4 1801.7 1356.9 1248.9 1274.9 1040.8 1301.4 1579.9
Jasmonicacidbiosynthesis 1.13.11.12 260399_at AT1G72520 52.2 164.7 7.4 314.1 220 64.5 23.4 19.8 123.3 718.1 174 21.8 2491.2 62.4 20.1 17.7 11.9 17.8 9.1 8.4 18.1 24.6 23.1 2375.3 15246.1 20339.3 1170 399.4 529.6 502 41.1 26.7 23.3 18.8 27.4 23.8 16.5 23.7 167.9 28.5 151.7 28.1 33 7.2 57.4 360.6 274.7 571.8 162.3 147 32.2 327.8 202.7 130.3 8.2 121.9 243.8 244 264.5 32.5 661.7 24 20.3 50.3 30.9 475.1 1104.3 644.3 3177.5 20.1 24.8 30.2 58.9 66.5 117.2 11.8 19.1 133.4 127.6 69.5 36.7 287.4 12.4 5.2 43.6 125.5 37.5 121.4 72.1 29.8 166.8 131.6 259 346.8 222.5 3147.4 107.8 37.8 2300.2 475.6 2109.4 56.9 137.2 409.2 4989.9 22.9 116.2 631.2 827.8 244.3 536.2 714 672.1 8037.1 673.9 879.7 633.6 554
Jasmonicacidbiosynthesis 1.13.11.12 261037_at AT1G17420 74.1 68.9 259 511.3 280.3 291 143 96.4 55.2 705.4 371.9 10.4 432.1 147 36.1 60.8 110.1 109 17 19.3 30.5 176.4 115.9 2490.1 22001.4 21980.3 916.3 406.5 1922.4 1373.7 18.4 162.7 92.8 6.1 112.6 7.9 96.2 158.1 7.2 6.4 300.9 38 31.1 112.2 134.3 210.3 320.2 486.1 311.5 134.5 425.2 330.7 293.8 158.6 11.1 170.8 168.1 187.4 285.9 182.9 334.9 104.5 154.5 92.7 96.4 910.5 1712.8 591.8 3667.7 7.1 99.3 90.3 260.8 16.8 6.2 30 7.1 37.4 64.8 14.7 31.3 10.5 8.9 11.5 26.6 117 103.8 115.7 40.6 58.7 14 9.5 431.4 417.6 205.3 1644.4 42.4 102 783.7 209.3 693.2 97.5 358.3 421.7 2443.6 8.1 14.2 340.6 555.5 78 210 1063.2 601.3 5089.9 508.5 352.5 338.2 417.7
Jasmonicacidbiosynthesis 1.3.1.42 259875_s_at AT1G76690 7907 7658.4 4195.9 3129.3 4336.8 2249.6 1029 1249.5 644.1 2806.2 2901.6 966.6 6335.1 831.3 3648.2 4161.8 4621 4013.7 4525.4 5691.4 4730.1 4467.4 2323.2 1982 8822.1 7801.2 5400.2 8333.4 13801.7 21814.9 2830.8 3372.4 2938 3933.2 3074.4 2992.1 3064.8 2591.7 3569 3920.7 1923.6 3406.3 1571.6 1951.3 2025.2 1512.8 1267.6 2557.7 2447.4 3247.5 3975.7 1297.4 2876.9 3563 4999.5 2006.2 2922.1 2571.3 4449.6 3104.9 3454.1 1718.7 3867.1 3110.9 2062.4 1843.1 1307.6 1925.2 2725.5 13369.5 12540.5 12297.5 9287.1 3224.7 2970.3 3793.1 3850.5 6889.8 7595.3 3709.1 3627.8 13835.3 16431.2 7740.5 23612.1 8245.5 16242.7 5463 9324.8 5235.8 16856.1 11378.7 2074.3 10372.7 6400.3 2965.2 6853.9 6205.5 8107.9 5730.2 8283.6 5564.8 5891.9 9256.9 4258.1 4932.6 4879.2 6987.5 5501.3 8096 1870.2 8398.3 6288.8 3093.9 9056 6185.4 1997.1 4677.7
Jasmonicacidbiosynthesis 1.3.1.42 265530_at AT2G06050 471.7 624.8 100.2 4030.2 914.8 2563.2 1194.6 718.9 752.3 7323.8 4471.5 733.4 1662.4 974.1 545.1 694.4 738.4 917.6 799.3 650.2 879.2 1426.2 1040 7091.4 33432 32676.6 4988.8 3534.5 7041 5695.9 1073.7 1305.3 996.3 1092 1380.3 1682.6 896.3 1409.4 1027.5 1183.8 1668.3 861.3 1090.2 1721.1 886.6 671.1 366.7 456.6 2509.3 2123.7 1867.7 887.8 1247.4 1257.2 1271.4 1812.6 1435.3 380.9 2554 1897.6 681.2 445.8 1671.8 323.2 431 5623.1 8178.5 5642.3 15917.2 770.7 768 845 1128.1 530 493.9 426.7 484.2 631.7 575.7 490.3 356.1 573.6 474.8 217.3 563.9 705.6 800.9 495 439.2 475.5 1199.3 1024.4 7598.9 2188.6 936.9 4821.4 518.6 475.5 4700.3 3706 5038.4 464.7 1365.7 2181.9 11122.6 459.5 429.2 3803.6 5514.9 589 1688.4 5744.8 6348.7 12996.2 2495.4 3648.4 2589.4 3426.1
Jasmonicacidbiosynthesis 4.2.1.92 249208_at AT5G42650 1322.1 1533.6 161.1 13384.2 1663.2 7892.9 935.7 3308.8 3362.2 6823.3 9565.9 2788.1 3076.5 888.3 1831.9 1727.2 2090.5 1719.2 1245.4 1279.1 981.1 1057.7 2914.7 4197.3 22264.2 16372.8 3590.6 2346.6 14028.6 9242.1 533.7 989.7 522.6 459.6 764.2 261.9 467.6 937.7 490.3 489.4 852.8 243 530.5 1361.3 1012.9 451.9 435 562.4 960.4 820.3 1062.6 287.1 434.4 344.1 404 1230.4 2287.5 2458.6 2348.4 1917.3 1639 1389.6 2332.8 1893.3 1702.6 18880.1 12377.1 8499.6 11182.3 748.6 753.5 530.8 743.7 113.6 165.5 191.7 315.1 230.3 211 237.8 212.3 267.1 416.5 114.5 171.8 501.5 331.6 213 372.4 225.5 310.3 295.7 11972.6 4955.7 2098.5 4822.4 481.6 1190.6 9322.3 5993.7 8889.3 980.8 3472.6 3316.9 10465.4 773.4 504.5 7459.5 6758.4 506.1 3227.2 11518.8 9823.9 5314.9 4700.6 6389.6 4298.4 4989.5
Jasmonicacidbiosynthesis 5.3.99.6 259366_at AT1G13280 942.4 1128.3 312.1 4355.9 903.5 3114.4 1462.6 2476.5 1630.7 3132.2 2917.3 2656.4 412 1586 1825.3 1605.3 2340.4 1720 2006.8 1672 1538.3 1854.1 2208.9 1741.4 1502.9 1401.9 1074.2 1983.6 1212.7 1491.3 3161.5 2253.4 3314.1 3446.7 2265 4315.8 3701.6 2097.7 1440.9 2776.6 2031.2 1174 2624.5 2527.5 1572 673.1 458.6 711.3 2433.5 2725.1 1992.1 1803.2 2056.9 2739.2 1452 2671.6 1984.1 2362.4 1417.1 1856.5 606.7 1457.2 1615.4 384.3 1699.8 5003.6 4313.1 4385.3 3589.6 1108.8 1267.8 997.1 976.9 806.7 775.5 652.9 628.3 690.5 650.1 737.2 630.6 752.3 930.1 475 564.7 487.9 440.8 622.6 820.7 931.4 743.8 688.2 3053 1488 1449.7 2124.6 1578.4 1595 2325 1647.1 2636.5 1022.3 1614.2 1162.9 2202.2 1295.8 1108.9 2801.8 1157.5 842.3 1532.4 2640 2313.3 2843.1 2051.2 2069.5 1786.2 2034.1
Jasmonicacidbiosynthesis NA 261150_at AT1G19640 38.7 129.3 2.2 854 104.5 273.4 32.3 18.7 165.7 159.8 287.6 53.6 244.5 14.9 20.7 5.3 96.1 13.7 101 4.4 20.7 17.1 67.3 10.4 121.1 81.5 126.7 367.5 179.2 132.6 75.8 129.5 19.8 7.8 5.6 47.3 4.7 29.1 10.8 21.6 78.9 28.9 79.3 13.5 13.4 23.2 4.2 53.2 32.3 13 25.5 188.7 4 7.4 39.9 18.8 13 41.7 10.5 17.1 69.8 15.4 3.7 15 6.1 232.9 156.1 6.3 199.1 32 24.3 9.2 10.2 67 13 3.6 3.5 6.6 32.3 22.6 9.8 17.3 9.7 8.3 16.7 8.1 37.4 13.4 7.5 14.5 19.2 6.5 248.3 65 24.7 626.7 59.3 58.1 292 5.4 222.3 95.4 14 74.8 931.2 66.9 81.9 169.9 14.9 58.5 1465.6 342.6 8.8 552.5 147.8 81.6 900.1 50
Lysinemetabolism 4.1.1.18 246876_at AT5G26140 7 96 8.9 52 49 8.6 15.3 8.4 5.9 18.5 12.4 82.2 48.7 18.6 91.1 16.4 13 10.3 16 12.2 7.7 29.7 9.7 25.9 62.3 48.5 52.1 68.4 31.2 32.8 51.1 5.9 155 155 28.6 136.8 140.1 9.6 222.4 20.4 68.3 189.1 15.5 7.6 164.1 15.8 8.6 27.7 12.4 33.3 12 165.3 51.1 37.4 244.1 19.7 8 35.1 29.1 56.6 83.3 17.5 63.8 11.9 6.2 6.7 14.9 5.8 25.9 59.5 45.5 61.2 12.5 139.4 100 97.1 42.1 98.6 10.7 94.9 14.4 26.2 118.4 173.7 73.8 10.4 162.7 10.7 13.6 13.8 87.3 99.3 46.9 179.7 53.1 104.9 117 34.4 12.2 57.5 7.8 39.5 193.2 341.9 99.2 137.2 313.1 56.9 51.7 17 6.1 125.9 9.6 49.9 133.7 106 38.6 148.9
Lysinemetabolism 4.1.1.18 250346_at AT5G11950 810.5 942.1 2079.1 1041.1 1220.6 1014.4 2996 1006.2 875.6 2643.7 1034 654.3 1255.4 2022.6 1027.5 1328.4 1087.2 816 1131.2 884.3 1231.8 1384.8 1374.9 1051.2 695.4 847.8 3112.9 2941.2 2691.1 2468.2 1672.4 1325 1574.5 2045.8 1215.4 1720 1547.2 1057 2018.7 1810.6 1113.4 1071.1 1481.9 1324.1 648.8 982.6 903 1195.1 828.6 767.7 642.5 604.7 635.5 856.2 1923.5 1088.1 1514.8 950.9 1462.4 976.4 1463.2 856.5 1085.8 1843.7 1346.3 2565.7 1484.4 1174.4 1278.7 1036 1136.2 1629.8 1356.7 1006.8 981.3 876.3 1075.3 1751.5 1522.3 1328.5 1364.7 880.4 1104.9 2199.2 2280.4 1661.1 2076 1686.1 949.7 1960.1 1487.5 1766.6 659.1 1043.6 1306.3 1339.9 896.4 1208.8 1511.1 1231.1 1354.7 1035.5 1278.6 1218 1937.8 898 1443.2 1456.4 1603.1 1142.5 1222 1526.2 1197.2 1682.8 1455.5 993.2 1761.7 1300.7
Lysinemetabolism 4.1.1.18 250927_at AT5G03270 137.8 161.8 86.4 186.5 92.1 278.9 185.8 27.1 171.6 260 192.2 129.5 108.7 165 155.8 125.5 159.6 151.5 164.5 167.7 115.8 120.3 185.4 115.4 182 180.5 173.5 190 169.8 104.4 136.1 141.2 211.6 125.4 142.6 150.5 193.5 119.7 127.8 168 196.2 223.7 102.5 135.1 177.5 118.5 102.7 163.5 90.8 143.2 16.4 492.7 125.2 40.9 141.3 124.5 141.9 149 200.3 168.3 175.8 159.6 89.3 163.7 237.2 253.4 152 177 251.5 61.8 114.5 116.4 92.5 112.5 102.2 98.7 17.5 190.4 164.3 208.1 156.7 123.7 197.9 107.1 114.6 169 163.3 183.3 118 275.3 167.4 129.8 126.4 268.2 145.2 225 152.3 110.9 210.2 267.3 167.5 138.4 228 373.8 331 146.5 330.5 148.4 165.5 150.3 290.8 192.9 308.3 307.4 161.7 199.3 152.6 181.6
Lysinemetabolism 4.1.1.18 251940_at AT3G53450 184.6 84.3 300.8 95.1 185.8 109.3 95.2 143.7 153.3 181.3 81 24.4 136.6 120 70.7 54.5 140.8 273.5 124.2 192.4 116.4 81.6 120.9 119.3 112.6 101 88.6 138.1 71.3 101.8 166 95.9 134.9 179.5 77.8 90.8 157.8 125.4 80.1 136.8 170.6 136.8 69.6 89 44.3 228.6 131.5 95.1 218.2 95.9 53.9 788.7 99 47 59.3 207 111.1 138.8 97.2 156 222.5 158 96.2 204.8 99.7 135.9 172.5 8.1 93.8 165.6 182 148.5 188.8 132.8 175.7 110.3 120.6 179.5 105.5 157.3 145.9 250.5 188.7 97.4 137.5 145.1 125 169.3 85.1 254.5 219.2 147.7 94.6 192.6 141.7 116.2 244.5 177.6 48.3 129.1 108.8 110 191.3 275.3 63.1 134.2 192.5 89.7 119.8 121.5 156.8 172.2 141.7 129.2 62.4 88.8 168.7 136.4
